Age,Gender,Occupation,Daily_AI_Usage_Hours,AI_Usage_Purpose,Specialization,AI_Tools_Used,AI_Usage_Frequency,AI_Skill_Level,Device_Used,Data_Privacy_Concern,AI_Trust_Level,Location,Education_Level,Language_Preference,Internet_Speed,AI_Usage_Change_in_6_Months,AI_Affect_on_Productivity,Uses_Paid_AI_Tools,Satisfaction_Level,Can_Live_Without_AI,Task_Complexity,Time_to_Respond_Seconds,Performance (%)
36,Male,Freelancer,5,Study,Art,Bard,Often,Intermediate,Desktop,Low,Moderate,Urban,PhD,Spanish,Slow,Same,Negative,Yes,7,No,2,32,70
46,Female,Unemployed,3,Daily Life,Law,Other,Daily,Beginner,Mobile,Medium,Moderate,Rural,Bachelor,Arabic,Fast,Increased,Neutral,Yes,6,No,1,22,85
26,Female,Unemployed,11,Study,Engineering,Copilot,Sometimes,Advanced,Mobile,Low,Moderate,Rural,High School,French,Slow,Increased,Neutral,Yes,10,No,2,44,70
23,Female,Researcher,5,Daily Life,Law,Copilot,Daily,Intermediate,Tablet,Low,Moderate,Rural,Master,Spanish,Medium,Same,Neutral,No,9,No,2,23,85
29,Male,Researcher,4,Health,Engineering,Midjourney,Often,Advanced,Tablet,Low,Moderate,Urban,High School,English,Medium,Increased,Neutral,No,5,Yes,3,71,60
63,Male,Freelancer,3,Study,Engineering,Bard,Often,Beginner,Mobile,High,High,Suburban,Master,French,Slow,Increased,Neutral,Yes,1,Yes,2,38,70
37,Male,Engineer,10,Entertainment,Law,Notion AI,Rarely,Advanced,Tablet,Medium,High,Urban,Master,French,Fast,Decreased,Neutral,Yes,1,Yes,3,71,60
20,Male,Teacher,0,Work,Medicine,Bard,Often,Beginner,Tablet,High,Moderate,Rural,Bachelor,Arabic,Slow,Decreased,Positive,No,6,No,2,26,85
42,Female,Teacher,6,Entertainment,Business,ChatGPT,Daily,Beginner,Tablet,Medium,Moderate,Urban,PhD,French,Medium,Increased,Neutral,Yes,6,No,2,27,85
47,Female,Engineer,10,Entertainment,Business,Other,Sometimes,Advanced,Laptop,High,High,Urban,High School,French,Medium,Same,Neutral,Yes,9,No,3,41,80
48,Female,Engineer,9,Health,Medicine,Other,Daily,Advanced,Laptop,Medium,Low,Suburban,Bachelor,Spanish,Fast,Same,Positive,Yes,8,No,4,81,70
62,Female,Engineer,11,Health,Engineering,Other,Rarely,Intermediate,Mobile,Medium,High,Suburban,Bachelor,French,Slow,Decreased,Positive,No,4,Yes,4,118,50
27,Female,Teacher,9,Entertainment,Business,Midjourney,Daily,Advanced,Tablet,Medium,High,Rural,Master,English,Slow,Increased,Neutral,Yes,9,No,2,23,85
31,Female,Unemployed,10,Study,Medicine,ChatGPT,Often,Advanced,Laptop,High,High,Suburban,PhD,Spanish,Slow,Same,Neutral,No,4,Yes,2,34,70
52,Male,Teacher,3,Study,Education,Copilot,Often,Advanced,Laptop,Low,High,Rural,PhD,Arabic,Medium,Increased,Positive,Yes,7,No,2,33,70
24,Male,Doctor,10,Entertainment,Business,ChatGPT,Daily,Advanced,Desktop,Medium,Moderate,Suburban,High School,English,Slow,Decreased,Positive,No,4,Yes,3,40,80
39,Male,Student,4,Entertainment,Education,Other,Often,Advanced,Laptop,Medium,Low,Suburban,High School,Spanish,Medium,Increased,Negative,Yes,7,No,2,36,70
43,Male,Doctor,0,Study,Law,Bard,Often,Beginner,Desktop,High,Moderate,Rural,Bachelor,French,Medium,Increased,Negative,No,10,No,3,41,80
18,Male,Unemployed,5,Daily Life,Law,Copilot,Daily,Beginner,Desktop,Medium,Moderate,Suburban,PhD,Spanish,Medium,Decreased,Neutral,No,9,No,1,25,85
18,Male,Designer,2,Daily Life,Medicine,Copilot,Sometimes,Intermediate,Tablet,Medium,Low,Suburban,High School,English,Fast,Decreased,Neutral,Yes,4,Yes,2,31,70
51,Female,Freelancer,0,Work,Art,Notion AI,Daily,Advanced,Tablet,Medium,Moderate,Urban,PhD,Spanish,Slow,Same,Neutral,Yes,6,No,2,20,85
37,Female,Teacher,11,Study,Education,Notion AI,Daily,Advanced,Mobile,High,Moderate,Suburban,Bachelor,Arabic,Slow,Same,Negative,Yes,1,Yes,2,44,70
25,Female,Designer,3,Entertainment,Computer Science,Midjourney,Sometimes,Intermediate,Desktop,High,High,Suburban,Bachelor,French,Slow,Increased,Positive,Yes,10,No,2,32,70
62,Female,Designer,0,Work,Art,Copilot,Sometimes,Advanced,Desktop,High,Low,Urban,PhD,French,Medium,Same,Neutral,No,5,Yes,2,29,85
41,Female,Designer,0,Study,Medicine,Copilot,Sometimes,Advanced,Tablet,Medium,Low,Urban,Master,French,Fast,Same,Neutral,Yes,3,Yes,2,20,85
30,Female,Unemployed,2,Work,Education,Bard,Sometimes,Intermediate,Tablet,Medium,Low,Rural,PhD,French,Fast,Increased,Neutral,Yes,10,No,2,27,85
27,Female,Researcher,2,Entertainment,Law,ChatGPT,Often,Advanced,Desktop,Low,High,Rural,High School,English,Medium,Same,Positive,No,6,No,2,39,70
41,Female,Freelancer,9,Health,Medicine,Notion AI,Daily,Intermediate,Mobile,High,Moderate,Rural,PhD,Arabic,Slow,Decreased,Neutral,Yes,9,No,3,43,80
38,Female,Unemployed,12,Work,Medicine,Midjourney,Rarely,Advanced,Desktop,Medium,Low,Rural,Bachelor,English,Medium,Same,Positive,Yes,10,No,2,27,85
131,Female,Doctor,7,Study,Computer Science,Midjourney,Sometimes,Intermediate,Mobile,Medium,High,Rural,Master,Arabic,Medium,Increased,Negative,No,4,Yes,3,45,80
37,Male,Researcher,0,Work,Law,Other,Sometimes,Beginner,Tablet,Low,Moderate,Suburban,PhD,English,Medium,Decreased,Neutral,Yes,3,Yes,2,33,70
24,Female,Freelancer,8,Shopping,Business,Copilot,Sometimes,Intermediate,Laptop,High,Moderate,Urban,Master,Spanish,Fast,Decreased,Negative,Yes,1,Yes,2,20,85
19,Female,Researcher,12,Entertainment,Art,Midjourney,Often,Beginner,Tablet,Medium,High,Urban,Bachelor,French,Fast,Increased,Negative,Yes,6,No,2,28,85
38,Male,Unemployed,5,Entertainment,Business,Bard,Sometimes,Advanced,Mobile,High,High,Rural,,French,Medium,Decreased,Neutral,Yes,3,Yes,2,33,70
49,Male,Designer,7,Entertainment,Computer Science,Midjourney,Rarely,Beginner,Desktop,High,Low,Suburban,High School,English,Slow,Same,Negative,No,2,Yes,2,30,85
25,Male,Engineer,10,Health,Art,ChatGPT,Daily,Beginner,Desktop,Low,Low,Urban,Bachelor,French,Fast,Same,Positive,No,6,No,4,99,50
57,Male,Researcher,1,Work,Computer Science,Other,Sometimes,Intermediate,Desktop,Medium,Low,Urban,Master,Arabic,Slow,Increased,Negative,No,8,No,2,28,85
54,Male,Engineer,11,Daily Life,Law,Other,Daily,Advanced,Laptop,Low,Low,Urban,High School,English,Slow,Decreased,Negative,Yes,5,Yes,2,25,85
25,Male,Unemployed,5,Health,Education,Bard,Daily,Beginner,Laptop,Low,High,Suburban,High School,Spanish,Fast,Decreased,Neutral,No,9,No,2,34,70
24,Female,Student,12,Health,Engineering,Other,Rarely,Advanced,Desktop,Medium,Low,Suburban,Master,French,Slow,Decreased,Neutral,Yes,5,Yes,2,28,85
52,Male,Freelancer,6,Entertainment,Art,Bard,Sometimes,Intermediate,Mobile,Low,Moderate,Suburban,PhD,English,Slow,Decreased,Neutral,No,4,Yes,2,44,70
37,Male,Researcher,9,Work,Business,Other,Often,Intermediate,Mobile,Medium,Low,Urban,Bachelor,French,Slow,Same,Negative,Yes,4,Yes,2,27,85
43,Female,Teacher,6,Study,Art,Midjourney,Often,Beginner,Desktop,Low,High,Suburban,PhD,Spanish,Fast,Same,Positive,No,9,No,2,48,70
34,Female,Engineer,5,Study,Art,Copilot,Often,Beginner,Laptop,Low,High,Urban,Master,Arabic,Fast,Increased,Neutral,Yes,3,Yes,3,56,80
44,Female,Freelancer,12,Daily Life,Law,Copilot,Rarely,Advanced,Tablet,Low,High,Suburban,Bachelor,English,Fast,Same,Negative,Yes,9,No,2,33,70
30,Female,Freelancer,8,Daily Life,Art,Other,Rarely,Intermediate,Laptop,High,High,Rural,High School,Spanish,Medium,Increased,Neutral,No,10,No,2,21,85
47,Male,Researcher,1,Daily Life,Medicine,Notion AI,Often,Intermediate,Mobile,Low,Moderate,Rural,High School,French,Fast,Decreased,Neutral,Yes,4,Yes,2,39,70
22,Male,Engineer,7,Study,Computer Science,ChatGPT,Sometimes,Beginner,Desktop,Medium,High,Rural,PhD,Spanish,Medium,Increased,Positive,No,6,No,3,89,60
32,Male,Engineer,0,Study,Art,Notion AI,Often,Beginner,Tablet,High,Low,Rural,High School,French,Fast,Decreased,Negative,No,4,Yes,3,45,80
35,Female,Engineer,6,Health,Business,Copilot,Often,Advanced,Tablet,High,Low,Suburban,Master,French,Fast,Decreased,Neutral,No,4,Yes,4,84,70
30,Female,Designer,6,Work,Medicine,Bard,Often,Beginner,Mobile,Low,High,Rural,High School,Arabic,Slow,Same,Negative,Yes,6,No,2,47,70
26,Female,Freelancer,10,Entertainment,Medicine,Copilot,Rarely,Beginner,Desktop,Low,High,Suburban,Bachelor,Spanish,Fast,Same,Positive,No,5,Yes,2,42,70
52,Female,Freelancer,5,Shopping,Engineering,Notion AI,Often,Intermediate,Tablet,High,Low,Urban,Bachelor,Spanish,Slow,Same,Negative,Yes,4,Yes,2,27,85
61,Female,Designer,9,Shopping,Engineering,Midjourney,Sometimes,Advanced,Laptop,Low,Moderate,Urban,High School,Spanish,Slow,Decreased,Positive,No,6,No,2,25,85
33,Male,Engineer,4,Work,Art,Other,Often,Advanced,Laptop,High,Low,Urban,PhD,Spanish,Fast,Decreased,Neutral,No,2,Yes,3,67,60
23,Male,Researcher,12,Work,Art,Notion AI,Daily,Intermediate,Tablet,Medium,High,Suburban,Bachelor,French,Medium,Same,Negative,No,9,No,2,26,85
37,Male,Designer,7,Daily Life,Computer Science,ChatGPT,Rarely,Advanced,Mobile,High,Moderate,Suburban,Bachelor,Arabic,Fast,Increased,Neutral,Yes,4,Yes,2,30,85
39,Female,Engineer,2,Shopping,Business,Bard,Rarely,Intermediate,Mobile,Low,High,Urban,Master,Spanish,Slow,Decreased,Positive,No,8,No,3,40,80
32,Female,Engineer,5,Work,Law,Bard,Often,Advanced,Mobile,High,Moderate,Rural,Master,Spanish,Fast,Same,Negative,Yes,7,No,3,83,60
28,Male,Researcher,6,Work,Law,ChatGPT,Rarely,Advanced,Tablet,High,High,Suburban,Bachelor,French,Slow,Increased,Negative,No,7,No,2,31,70
25,Male,Freelancer,8,Entertainment,Art,ChatGPT,Daily,Advanced,Desktop,Medium,Moderate,Urban,High School,Arabic,Fast,Increased,Neutral,No,7,No,2,38,70
48,Female,Engineer,5,Entertainment,Computer Science,Other,Rarely,Beginner,Tablet,Medium,High,Urban,Bachelor,Arabic,Slow,Increased,Positive,Yes,5,Yes,3,75,60
41,Female,Teacher,1,Work,Business,ChatGPT,Daily,Beginner,Mobile,High,Low,Urban,High School,Spanish,Slow,Decreased,Positive,No,9,No,2,41,70
57,Male,Student,8,Health,Business,Midjourney,Often,Beginner,Laptop,High,Moderate,Rural,Master,Spanish,Fast,Decreased,Positive,Yes,10,No,2,36,70
52,Male,Researcher,3,Health,Law,Other,Daily,Beginner,Mobile,High,High,Suburban,High School,Arabic,Slow,Same,Negative,No,1,Yes,3,61,60
18,Male,Designer,1,Entertainment,Education,Copilot,Daily,Beginner,Mobile,Low,Moderate,Urban,Master,French,Slow,Increased,Neutral,No,1,Yes,2,36,70
49,Male,Doctor,1,Daily Life,Computer Science,ChatGPT,Often,Advanced,Mobile,Medium,Low,Urban,Bachelor,Spanish,Slow,Same,Neutral,No,9,No,2,43,70
59,Male,Researcher,8,Health,Education,Other,Rarely,Beginner,Desktop,High,Low,Urban,Master,English,Slow,Increased,Negative,Yes,7,No,3,52,80
36,Male,Teacher,5,Entertainment,Business,Other,Sometimes,Beginner,Mobile,Medium,Moderate,Rural,Master,Arabic,Medium,Increased,Positive,No,2,Yes,2,45,70
31,Male,Freelancer,7,Shopping,Business,Copilot,Daily,Intermediate,Laptop,Low,High,Urban,Bachelor,Spanish,Medium,Increased,Neutral,No,1,Yes,2,46,70
26,Female,Unemployed,8,Study,Education,Other,Daily,Advanced,Tablet,Medium,Moderate,Urban,Bachelor,Spanish,Slow,Decreased,Neutral,Yes,7,No,2,46,70
53,Female,Freelancer,6,Shopping,Engineering,Midjourney,Often,Advanced,Laptop,High,Low,Urban,High School,English,Fast,Increased,Negative,No,8,No,2,45,70
24,Female,Unemployed,10,Study,Computer Science,Other,Often,Advanced,Laptop,High,Low,Urban,High School,Arabic,Medium,Same,Positive,Yes,5,Yes,2,24,85
64,Female,Teacher,12,Entertainment,Education,Notion AI,Often,Intermediate,Mobile,High,Moderate,Suburban,High School,English,Medium,Same,Positive,Yes,9,No,2,35,70
24,Female,Designer,9,Study,Law,ChatGPT,Daily,Intermediate,Laptop,Medium,High,Urban,Master,French,Slow,Same,Positive,Yes,1,Yes,2,37,70
58,Female,Teacher,8,Work,Computer Science,Other,Rarely,Advanced,Mobile,High,High,Suburban,Bachelor,Arabic,Medium,Increased,Positive,Yes,6,No,2,21,85
38,Female,Unemployed,2,Shopping,Engineering,Midjourney,Often,Intermediate,Desktop,High,High,Suburban,Bachelor,English,Medium,Increased,Negative,Yes,7,No,2,36,70
50,Female,Student,1,Daily Life,Computer Science,ChatGPT,Sometimes,Advanced,Laptop,Medium,Moderate,Urban,PhD,Spanish,Fast,Increased,Negative,Yes,8,No,1,25,85
53,Male,Unemployed,11,Entertainment,Education,Other,Sometimes,Advanced,Desktop,Low,Low,Rural,High School,Arabic,Medium,Same,Neutral,No,6,No,2,24,85
22,Female,Designer,0,Work,Art,ChatGPT,Rarely,Beginner,Mobile,Medium,Moderate,Suburban,Bachelor,Arabic,Slow,Increased,Negative,No,4,Yes,2,44,70
44,Female,Teacher,6,Study,Engineering,Other,Daily,Advanced,Mobile,Medium,Moderate,Rural,High School,French,Fast,Increased,Negative,Yes,10,No,2,20,85
46,Male,Teacher,10,Work,Engineering,Notion AI,Daily,Advanced,Mobile,Medium,Low,Suburban,PhD,English,Slow,Same,Positive,No,2,Yes,2,30,85
46,Male,Student,8,Work,Computer Science,Bard,Daily,Beginner,Laptop,High,Low,Urban,PhD,English,Fast,Decreased,Negative,Yes,10,No,2,43,70
18,Male,Student,10,Study,Computer Science,Copilot,Often,Advanced,Tablet,High,Low,Rural,Master,English,Slow,Decreased,Negative,Yes,9,No,2,40,70
36,Male,Freelancer,3,Work,Business,Bard,Daily,Intermediate,Mobile,High,High,Rural,Bachelor,French,Medium,Decreased,Neutral,No,4,Yes,2,45,70
60,Male,Designer,7,Shopping,Medicine,Bard,Sometimes,Intermediate,Laptop,Medium,High,Rural,Master,Arabic,Slow,Decreased,Neutral,No,3,Yes,2,28,85
36,Male,Unemployed,10,Study,Art,Other,Sometimes,Advanced,Mobile,High,Moderate,Suburban,Bachelor,English,Fast,Increased,Neutral,No,4,Yes,2,44,70
51,Male,Researcher,6,Health,Business,Bard,Rarely,Beginner,Laptop,Medium,Moderate,Suburban,PhD,Arabic,Slow,Increased,Negative,Yes,9,No,3,59,80
58,Male,Freelancer,4,Daily Life,Computer Science,Other,Daily,Advanced,Laptop,Medium,Low,Urban,Bachelor,Spanish,Medium,Decreased,Neutral,No,1,Yes,2,30,85
43,Male,Doctor,10,Study,Law,Notion AI,Often,Intermediate,Mobile,Medium,Moderate,Rural,High School,English,Medium,Increased,Positive,No,5,Yes,3,41,80
53,Male,Freelancer,2,Daily Life,Medicine,ChatGPT,Daily,Intermediate,Laptop,Medium,Low,Rural,Bachelor,Spanish,Fast,Decreased,Positive,No,2,Yes,2,27,85
40,Female,Student,3,Entertainment,Art,ChatGPT,Often,Intermediate,Laptop,Medium,Low,Rural,Bachelor,French,Slow,Increased,Positive,Yes,4,Yes,2,29,85
44,Female,Engineer,8,Entertainment,Art,Midjourney,Rarely,Beginner,Mobile,Medium,Moderate,Rural,Bachelor,Arabic,Medium,Increased,Neutral,Yes,1,Yes,3,86,60
43,Female,Unemployed,11,Work,Law,Other,Daily,Advanced,Tablet,Medium,High,Urban,,Spanish,Slow,Same,Neutral,No,6,No,2,47,70
42,Female,Unemployed,0,Work,Computer Science,Copilot,Daily,Advanced,Mobile,Low,High,Rural,Master,English,Medium,Increased,Negative,No,7,No,2,34,70
37,Female,Teacher,10,Study,Law,Notion AI,Often,Advanced,Tablet,Low,Moderate,Urban,Bachelor,English,Medium,Same,Negative,Yes,9,No,2,47,70
50,Female,Teacher,9,Entertainment,Law,Bard,Often,Intermediate,Tablet,Medium,Low,Rural,Bachelor,English,Slow,Increased,Negative,No,2,Yes,2,38,70
21,Female,Teacher,5,Entertainment,Engineering,ChatGPT,Often,Beginner,Mobile,High,Moderate,Urban,PhD,Spanish,Medium,Decreased,Negative,Yes,10,No,2,50,70
35,Female,Designer,10,Work,Education,Copilot,Often,Beginner,Tablet,Low,Low,Suburban,High School,French,Slow,Decreased,Positive,No,1,Yes,2,36,70
26,Female,Engineer,8,Study,Education,Copilot,Sometimes,Intermediate,Tablet,Medium,Low,Suburban,Bachelor,French,Slow,Same,Neutral,No,2,Yes,3,49,80
57,Female,Teacher,5,Health,Engineering,Notion AI,Daily,Advanced,Mobile,High,Moderate,Rural,,English,Fast,Decreased,Negative,Yes,8,No,3,53,80
21,Male,Unemployed,8,Daily Life,Art,Bard,Sometimes,Beginner,Mobile,Low,Moderate,Suburban,Bachelor,Arabic,Slow,Increased,Neutral,Yes,6,No,1,27,85
39,Female,Student,1,Shopping,Art,Other,Daily,Intermediate,Desktop,Medium,Low,Rural,High School,French,Slow,Increased,Negative,No,1,Yes,2,48,70
25,Female,Teacher,0,Shopping,Engineering,ChatGPT,Rarely,Advanced,Laptop,Medium,High,Rural,Master,English,Fast,Decreased,Negative,Yes,10,No,2,29,85
58,Male,Teacher,5,Study,Engineering,Midjourney,Sometimes,Advanced,Desktop,Medium,Moderate,Urban,Bachelor,French,Slow,Same,Positive,Yes,4,Yes,2,41,70
28,Male,Designer,1,Daily Life,Art,Other,Rarely,Beginner,Desktop,High,Low,Urban,Bachelor,Spanish,Fast,Decreased,Positive,No,6,No,2,39,70
55,Male,Researcher,12,Work,Engineering,Notion AI,Sometimes,Beginner,Tablet,Low,High,Suburban,Bachelor,French,Fast,Same,Positive,Yes,9,No,2,32,70
37,Male,Student,1,Entertainment,Engineering,Copilot,Daily,Beginner,Laptop,Low,Low,Urban,Master,French,Medium,Same,Positive,Yes,2,Yes,2,23,85
35,Female,Unemployed,0,Health,Computer Science,Other,Rarely,Intermediate,Laptop,High,Low,Rural,Master,English,Slow,Decreased,Negative,No,3,Yes,2,21,85
18,Male,Freelancer,1,Work,Law,Notion AI,Often,Beginner,Laptop,Medium,High,Rural,Master,French,Medium,Same,Positive,No,4,Yes,2,41,70
45,Male,Designer,11,Study,Art,Midjourney,Sometimes,Beginner,Laptop,Medium,High,Urban,High School,English,Medium,Decreased,Negative,No,4,Yes,2,45,70
28,Female,Doctor,0,Daily Life,Engineering,Copilot,Sometimes,Intermediate,Mobile,Low,High,Urban,High School,French,Medium,Same,Positive,Yes,4,Yes,2,41,70
49,Female,Student,6,Health,Medicine,ChatGPT,Daily,Intermediate,Tablet,Low,Moderate,Rural,High School,English,Fast,Increased,Positive,Yes,7,No,2,49,70
42,Female,Student,8,Shopping,Education,Copilot,Rarely,Advanced,Mobile,High,Low,Suburban,Master,English,Slow,Increased,Negative,No,10,No,2,35,70
36,Female,Designer,10,Work,Engineering,Midjourney,Rarely,Advanced,Tablet,Medium,High,Urban,PhD,English,Medium,Decreased,Negative,Yes,2,Yes,2,31,70
40,Female,Designer,8,Daily Life,Law,Bard,Rarely,Beginner,Laptop,Medium,Low,Suburban,,Spanish,Slow,Decreased,Positive,No,4,Yes,2,35,70
24,Female,Student,5,Work,Law,Copilot,Daily,Advanced,Desktop,Medium,Low,Suburban,Bachelor,French,Slow,Increased,Neutral,No,5,Yes,2,45,70
41,Female,Designer,2,Daily Life,Engineering,Notion AI,Sometimes,Intermediate,Laptop,Low,Low,Urban,PhD,French,Medium,Same,Negative,Yes,5,Yes,2,40,70
42,Male,Doctor,8,Entertainment,Engineering,Other,Daily,Intermediate,Tablet,Low,Low,Suburban,High School,Arabic,Slow,Same,Positive,No,6,No,3,70,60
60,Male,Engineer,10,Entertainment,Business,Other,Sometimes,Beginner,Tablet,High,Low,Rural,PhD,French,Medium,Increased,Positive,Yes,6,No,3,84,60
51,Male,Doctor,1,Daily Life,Medicine,Copilot,Rarely,Advanced,Mobile,Low,Low,Rural,PhD,Spanish,Medium,Increased,Positive,Yes,8,No,2,36,70
56,Male,Engineer,10,Work,Business,Bard,Often,Advanced,Desktop,Medium,High,Suburban,Bachelor,Arabic,Slow,Increased,Neutral,No,4,Yes,3,63,60
61,Male,Student,5,Daily Life,Business,Midjourney,Daily,Advanced,Tablet,Low,Low,Rural,High School,French,Fast,Decreased,Neutral,No,7,No,1,10,85
60,Female,Engineer,3,Health,Art,Copilot,Rarely,Advanced,Mobile,Low,High,Suburban,Master,French,Medium,Same,Positive,No,1,Yes,4,119,50
31,Male,Researcher,8,Entertainment,Medicine,ChatGPT,Sometimes,Advanced,Laptop,High,Moderate,Urban,PhD,Arabic,Fast,Decreased,Neutral,Yes,5,Yes,2,47,70
40,Female,Teacher,6,Work,Art,Other,Daily,Advanced,Mobile,High,High,Suburban,PhD,English,Medium,Increased,Positive,Yes,5,Yes,2,41,70
18,Male,Designer,10,Study,Computer Science,Bard,Often,Advanced,Desktop,High,High,Suburban,High School,Spanish,Medium,Same,Positive,Yes,4,Yes,2,24,85
44,Male,Designer,12,Work,Medicine,Midjourney,Sometimes,Beginner,Mobile,Medium,Moderate,Rural,Bachelor,Arabic,Medium,Same,Neutral,Yes,9,No,2,34,70
62,Male,Freelancer,7,Shopping,Business,Copilot,Sometimes,Intermediate,Mobile,High,Low,Rural,High School,English,Slow,Same,Negative,No,10,No,2,30,85
23,Male,Student,4,Entertainment,Business,ChatGPT,Often,Intermediate,Tablet,Low,Low,Urban,Master,English,Fast,Decreased,Neutral,Yes,10,No,2,31,70
35,Female,Freelancer,3,Health,Art,ChatGPT,Rarely,Intermediate,Laptop,High,High,Suburban,Bachelor,English,Medium,Decreased,Positive,Yes,2,Yes,3,76,60
49,Female,Designer,4,Health,Business,Notion AI,Daily,Intermediate,Desktop,Low,High,Suburban,Bachelor,Spanish,Slow,Same,Positive,Yes,10,No,3,88,60
57,Male,Researcher,7,Health,Law,Midjourney,Sometimes,Advanced,Laptop,Medium,High,Urban,Bachelor,English,Slow,Same,Negative,Yes,2,Yes,3,79,60
48,Male,Doctor,11,Health,Medicine,Other,Rarely,Intermediate,Laptop,Medium,Low,Suburban,Master,French,Slow,Decreased,Positive,No,9,No,4,86,70
57,Female,Doctor,2,Daily Life,Education,Copilot,Daily,Intermediate,Laptop,High,High,Rural,High School,Arabic,Medium,Same,Neutral,No,8,No,2,30,85
28,Female,Freelancer,5,Work,Art,Midjourney,Daily,Advanced,Mobile,Medium,Low,Rural,Master,French,Fast,Same,Neutral,Yes,1,Yes,2,42,70
55,Female,Engineer,1,Daily Life,Art,Midjourney,Often,Beginner,Mobile,Low,High,Suburban,Master,Spanish,Medium,Decreased,Positive,Yes,7,No,2,26,85
20,Male,Student,8,Study,Medicine,Bard,Rarely,Beginner,Desktop,High,Low,Suburban,Bachelor,English,Slow,Increased,Negative,No,6,No,2,30,85
59,Male,Unemployed,4,Daily Life,Education,Midjourney,Often,Beginner,Laptop,Low,Low,Rural,Bachelor,English,Medium,Same,Neutral,No,1,Yes,1,14,85
64,Male,Unemployed,0,Work,Computer Science,Copilot,Daily,Intermediate,Mobile,Medium,High,Urban,Master,Arabic,Fast,Increased,Positive,No,4,Yes,2,30,85
38,Male,Engineer,1,Entertainment,Business,Midjourney,Sometimes,Intermediate,Mobile,Low,Moderate,Urban,High School,Spanish,Slow,Decreased,Neutral,No,3,Yes,3,54,80
43,Male,Engineer,11,Daily Life,Medicine,Midjourney,Daily,Advanced,Laptop,Medium,High,Urban,High School,French,Medium,Increased,Negative,No,7,No,2,37,70
61,Male,Engineer,8,Entertainment,Computer Science,Other,Sometimes,Intermediate,Laptop,Medium,Moderate,Rural,High School,Arabic,Medium,Decreased,Negative,No,8,No,3,57,80
43,Male,Unemployed,1,Health,Law,Bard,Daily,Advanced,Laptop,Low,Low,Rural,Bachelor,Spanish,Fast,Same,Positive,No,3,Yes,2,23,85
19,Male,Doctor,10,Health,Law,Midjourney,Daily,Intermediate,Tablet,Medium,Moderate,Suburban,Master,English,Slow,Same,Neutral,Yes,6,No,4,104,50
39,Female,Engineer,3,Work,Medicine,Other,Sometimes,Intermediate,Mobile,High,Moderate,Rural,Bachelor,French,Slow,Increased,Positive,Yes,5,Yes,3,46,80
53,Female,Freelancer,2,Shopping,Engineering,Copilot,Sometimes,Beginner,Mobile,High,High,Rural,High School,English,Slow,Same,Negative,No,4,Yes,2,23,85
39,Female,Freelancer,7,Work,Medicine,Copilot,Often,Beginner,Mobile,Low,High,Suburban,Master,Arabic,Slow,Same,Negative,No,3,Yes,2,27,85
